-3.227131832061960054e-02,3.600087504143387879e-02,4.642817265241147573e-01,-6.241761215660242279e-02,9.777139124200019682e-02,-2.205986158355161680e-02,-2.564717817305044445e-01,1.333815126808883811e-01,-1.636334694885875629e-01,-6.419399845570536445e-03,-1.820386257873516378e-01,2.369095473612808922e-02,-2.350507808201278137e-01,3.938578257634300223e-02,1.863240358722328682e-01,-1.431675842275628718e-01,2.442897447401272404e-01,4.034791299830048916e-01,2.672460857548995122e-02,-4.678977930662125279e-02,-6.805623132487351179e-03,-5.427812109490042225e-01,2.241095075852190532e-01,1.582921658462333181e-01,-3.050045651091141119e-01,1.036450183687518678e-01,-1.036272639725267508e-01,2.633500862132587828e-01,-2.377316991556487902e-01,-2.238654149138163130e-01,-1.594228612390329730e-02,2.301995964506731995e-01,-1.115430469854395285e-01,8.933847520106925899e-02,2.892560153174267637e-02,1.167016698835902089e-01,-2.805482234040396761e-01,-1.690250691618726264e-01,-2.378920579432805549e-01,8.603705569709747814e-02,1.472695186200905643e-02,-6.200694299201507664e-02,-1.196404707823369405e-02,3.840187236912401270e-02,5.375405027164759098e-01,2.794861601008578611e-01,1.133537160122603110e-01,1.299308019384165791e-01,4.527725204442281104e-01,-1.641396564257287249e-02
-3.588078020742499485e-02,2.288717887450497923e-01,-4.135500876641008683e-02,1.932450933954474315e-01,-3.351459511479144403e-03,-1.315469953339899745e-01,2.588452683774565832e-01,7.163579029951369637e-02,2.883615378264685059e-01,-1.359051230350733774e-01,2.174570089093377789e-02,2.196554284288218251e-01,9.864975614621120104e-02,-9.997906394256303453e-02,1.776821191883589113e-01,1.211737377797745228e-02,-9.070801388789445641e-02,-1.289686400682524825e-01,2.411146385903619183e-01,-1.862951458673538230e-01,-2.905935751951372326e-01,2.447265790467876012e-01,2.813862540944614410e-02,-2.660652661616249581e-01,1.187421844091127443e-01,-1.703322478133581161e-02,-1.931025763955384611e-01,-5.866230336499380499e-02,-2.536898527615301657e-01,1.413808537369761198e-01,-2.827139793145466706e-02,1.339325237683708092e-01,2.152662887881024584e-02,1.319061320204253929e-01,1.181260145474312268e-01,2.429236503720271292e-02,-7.857462601153300530e-02,-2.161262604877659532e-01,1.448040689664057135e-01,-2.746286352362527494e-01,-6.485857735634824595e-01,-3.722672570008564996e-01,-2.419611993245955328e-01,-2.714611011722731782e-01,3.222516492633735186e-01,4.722284718725146963e-02,-2.095368012158965038e-03,3.797678582352019827e-01,1.172387930219947055e-01,-8.030708022212101893e-02
2.710788944414057045e-01,1.288620173465830077e-01,1.057277374190434965e-01,-5.814663572929695129e-02,-1.074373238955625837e-01,-2.995985368333138332e-01,4.154944685895248235e-02,8.493959402451699281e-02,-1.397484953690269482e-01,-1.743650088438619405e-01,7.314792618110206590e-02,-1.346963555701936877e-01,-1.512139972750357331e-01,-3.584671562980187853e-01,5.263149906671530515e-02,-1.648592547553699370e-02,2.091964572333017691e-01,-1.183769312967533627e-01,-2.179949693014189838e-01,-5.079292107092097108e-01,8.725334282849009360e-02,4.418482362347714298e-02,8.647171056724932414e-02,-3.186518890790154823e-01,5.990871433373872595e-02,1.949051950067217931e-01,1.077837964498869761e-01,9.478905106586617280e-03,-1.196816353406955809e-02,-1.780000253032925084e-01,5.119436873805138094e-02,1.061727099597283702e-01,3.342560872407148581e-02,7.265150300210249101e-02,4.259289558392813368e-02,2.194455706740436329e-02,3.538981278583865769e-02,4.057377648501526296e-02,-8.444973955632933960e-02,-2.736428357687415922e-02,-2.907123381600077439e-01,-1.183364411721856552e-02,-1.349036477116939137e-01,-2.038587942808254838e-01,1.686636199392917979e-01,-1.304231491396850573e-01,-2.901991252060341364e-01,-1.403021892590145536e-01,-2.748492072807801750e-02,1.412080499216155638e-01
-4.370105163040698959e-01,-3.945180714777653946e-02,-7.952730192935237967e-04,-1.418297798169154134e-01,-6.720884182978037469e-02,2.362136276388126371e-02,6.605853336007419530e-02,1.328138495365764060e-01,1.661618159427394326e-01,1.186977687667096180e-02,6.786847466973337795e-02,-2.923470467890319502e-01,-9.695573615801610090e-02,-1.105529612429706210e-01,-1.043978113191914615e-02,6.450889297489626265e-03,-1.795161566122234140e-02,-3.633074390558892891e-02,4.702653642606852147e-01,-5.555635574808802657e-01,-2.159193244318540622e-02,-6.044586981356631084e-02,6.551886073658310661e-01,5.356403551665754603e-02,2.787868083183048240e-02,-2.220143158689695875e-02,2.022659682909482559e-01,-6.725359917367458584e-02,-1.872889176242121811e-01,-2.564128948208377334e-02,-8.575790896336034363e-02,-3.159576256161367724e-01,-7.269984636548672274e-02,-2.486781188275961896e-01,2.693213280145461685e-01,3.371366853327819046e-01,1.697658702047931747e-02,-1.340849178728320823e-01,1.857413833771025535e-01,5.248228024255891661e-02,1.801205003996041720e-01,1.937632851518919785e-01,2.214260887591175675e-01,1.534687851298690009e-01,-5.136457940658579746e-01,-5.601523532731381844e-02,4.327349185740678866e-02,-7.592800719637023132e-02,8.361328960589789472e-03,-1.053336015793043950e-01
-7.994077736340600426e-02,-3.617385338319697996e-02,-8.791785519615651079e-02,4.721371604859325027e-02,2.924268620497991189e-01,2.214742685769175434e-01,3.143068546285756604e-01,-9.259306262553118616e-02,-6.699200652371320452e-02,6.009172724378809838e-02,4.330434276548141004e-02,-1.281241231174430895e-01,-1.116325545724238533e-01,-2.853709426152419848e-01,7.351771313477645231e-02,-2.405051934684350468e-01,-1.219653591358021566e-01,-3.199234552735999992e-01,2.076771404956849476e-01,7.774615545194084321e-02,-8.548960701646227123e-02,3.296225345791788108e-02,-5.339667402279277275e-02,-2.278760683350469773e-01,-2.626181257217236401e-02,2.427158515519543536e-01,1.350485019381245655e-01,1.053729822830868079e-01,1.531094504901799047e-01,-1.895668650315348105e-02,-1.436956299089234557e-01,-1.516791858350924893e-01,1.095804457860065223e-01,-3.721760224167684761e-02,-2.522320138444045790e-01,-8.238746654868647767e-02,-1.355206027954500292e-01,-1.548135497752495260e-01,3.443394929345705655e-03,2.904084154226063696e-02,2.541768851851926581e-01,-2.320673598617390421e-01,4.679082721867380834e-02,1.290894831774191120e-01,-1.435919049329054814e-02,1.589524429597805877e-01,7.672513279503463679e-02,1.157893757703393062e-01,5.011566635346016430e-01,4.984824935265397966e-02
1.134903816673483445e-01,-1.715185392582906088e-01,-1.633116895388547485e-01,-1.222225427877652107e-02,7.998817302009905705e-02,3.074337746427245003e-04,-4.415590288474635638e-02,1.012492747667079057e-01,3.611126562556643549e-02,8.413606349780092253e-02,7.150895716483464393e-02,2.018488551278430354e-01,6.676683917053350022e-03,1.881021565012354069e-01,-1.280155960517973812e-01,5.978637902549173433e-02,-1.727931898890950335e-01,5.662746414131779316e-02,-1.581262164239272683e-01,9.359052643613689770e-02,-2.712967736712725841e-01,-9.978049894512662499e-02,8.541479566005071022e-02,1.217151414305085722e-01,2.473746629554831600e-01,1.109247789347660509e-02,-2.136701956873846842e-01,-1.155646260922454649e-01,-1.830351973697603163e-01,-1.932737373486592969e-01,2.093685561561876018e-01,1.768227175351867742e-01,8.832783518479793428e-02,2.053850722312518945e-02,9.737544450185835199e-02,8.734771832037008243e-02,-3.666146204207294812e-02,1.756761228082913684e-01,1.060149851422252654e-02,-5.239105615062265853e-02,3.667432858646687416e-02,-1.462332766165832520e-01,-5.560837144516311836e-02,7.762810140711678963e-02,6.948215313640113133e-02,2.488737218527748984e-01,4.204266749649754505e-03,9.123730553711978386e-02,3.449982971308118013e-02,-2.168879693652069063e-01
-8.288443403857094494e-02,-8.217223260089830117e-02,6.844250004127715170e-02,-1.274608490180831610e-01,1.061573353096134237e-01,8.049306009333051515e-02,2.854673664409279055e-01,2.419478341531946727e-02,-8.457081205468383600e-02,4.255987467086315423e-02,-1.420167701658008215e-02,6.752027951054150046e-02,-1.537460457757734190e-02,6.071866630468369247e-02,-2.793030481436452606e-01,-4.570644752642024668e-03,1.293132647546590130e-01,-1.533035770292792421e-01,5.932656153238800856e-02,-7.688531794904002181e-02,-2.602544921914218268e-01,-1.091939961664424308e-01,5.026734499075162510e-02,3.225383469780098711e-01,-1.367947857819421520e-01,1.554182012703182996e-03,2.570566976936424636e-02,1.149302336758151050e-01,-8.056722278627659328e-02,-2.885283446827890605e-02,9.250065438548456254e-02,1.161880490980009700e-01,-5.814473068434825725e-02,-7.436595136740048462e-02,-2.088481814717493834e-01,-8.857948987443438338e-02,1.952361709297489589e-01,-8.393354571462950664e-02,-2.981548102641741194e-01,-1.027555217582860891e-01,1.087159399510839869e-01,-3.656687314784894394e-01,-1.094512409458989199e-01,3.451855403579484616e-02,3.354421171428224047e-01,-1.453679304726122334e-01,1.418431236100363979e-01,5.050960948876698914e-02,2.427834136145664429e-02,9.124351153334550601e-02
5.003651930576057810e-02,1.131599381623895131e-02,-2.944796345584938524e-01,2.423407140148975958e-01,2.268666914315566746e-02,3.609759726007805841e-02,-2.764863429397060313e-01,-1.283490911300673998e-01,-1.688410120557692629e-01,-6.448219744665693864e-02,6.944463963083333247e-02,-2.961611311507257871e-01,1.770354125234674114e-01,-7.148266730495878019e-02,5.485887334810463090e-02,2.212402370784204431e-01,5.856073173198148712e-02,-4.772224277166043499e-02,-4.990909967697648025e-02,-3.405456429400581242e-01,3.540972069343900630e-01,1.292759766415949585e-01,1.885335124948809560e-01,-8.602189844918130268e-02,-4.494039372067476501e-02,4.782744688240541525e-02,7.589787163180637675e-02,-6.685835186721271473e-02,-4.878635726263506195e-02,-2.188751663107485201e-01,6.745516165861428770e-02,-1.796808867390633502e-01,2.047432674707221067e-02,1.280037514315858493e-01,-6.962408170494849280e-02,2.620339919032486087e-01,1.188191537832045258e-01,-1.147181799454147083e-01,8.958264070962847214e-02,1.100329052248845141e-01,9.931570975881490182e-02,9.437609215552353326e-02,-1.370546906383861008e-01,-3.648924176680827802e-01,-1.578737383937317551e-01,5.218224402919728888e-01,-7.533488449420128186e-02,1.130688137280424499e-01,2.008904686127628222e-02,-2.598419616033261770e-01
6.312824233075667139e-03,-2.390604242574958516e-01,-3.022136445676643079e-03,1.053217251516351954e-01,-1.491516752773769383e-01,2.048456216934985974e-01,-4.372246555353637848e-02,-2.208232462054896539e-01,4.824851583088914792e-02,-7.617239749255313996e-02,2.359782001430368870e-01,7.675515655486250810e-02,-1.368475533574417535e-01,1.450297314435134155e-01,7.290370861642347933e-02,-3.634308774249607465e-02,-1.321454637477495753e-01,-4.593012568199165285e-02,2.233998250775503236e-01,-7.215659559374616727e-02,-2.991794405557944569e-02,4.345225908196909820e-02,-4.471409107194140170e-02,4.767791969914300099e-01,4.220267670469021043e-02,-2.155985427790940712e-01,6.054201784365043776e-02,1.823610885878212684e-01,-2.339609447933483910e-01,1.788513881682300410e-01,1.856858957963433143e-01,6.295112389305990153e-02,2.024696598166222383e-01,-1.177656143574009329e-01,1.466675303709912559e-01,2.104096760194821766e-02,-2.102711091147485001e-01,-5.376606193216485613e-02,-2.676365482280000305e-02,9.306300492460595208e-02,1.083086021166157348e-01,-5.914452189880130967e-02,1.746577098153413166e-01,3.340478231521485514e-02,1.816204192379014259e-01,1.368207735828999294e-01,5.984814063515692117e-02,-3.624014995012153628e-02,-7.801195034103644566e-02,-3.908097761974309997e-02
3.418840262605940539e-02,-1.085886314843514527e-01,-1.962098641649571429e-01,-2.612471926435770350e-02,-4.125137481491344266e-02,-2.333031230271618295e-01,1.859976200750910191e-01,9.170853740714543512e-02,-1.006694234035220292e-01,-2.874255116475066610e-02,-1.399010428029697217e-01,7.838625238951446583e-02,1.271305506064950019e-01,-2.512865367741921596e-01,1.289609293570389281e-01,8.841947487116583182e-02,8.016244965244398446e-02,9.602492573745802229e-02,1.366432236744159062e-02,-1.640148158759221764e-01,-8.019935286263923935e-02,1.355458435972872744e-01,-3.782040390508537020e-02,8.505267585198536540e-02,-1.862740507058395223e-01,9.868377128637750850e-02,-8.360097491010058668e-02,-9.446737878491146337e-03,-1.956415535877892645e-02,-3.050446720377454277e-02,5.442318310308192145e-03,8.636751182301030672e-02,2.075356788367482136e-02,-1.296329577821840606e-01,1.577188087465978550e-01,-9.171285376464520522e-02,2.527839421592129043e-01,-7.655876962911038752e-02,1.371301488292305248e-01,-4.552839352073377588e-02,-1.745815503096114496e-01,-2.328775367064118695e-01,1.315920488000257293e-01,1.257111407156482064e-01,-2.861081578547362836e-02,2.134254032879732699e-01,-5.670597575350320996e-02,3.711443415550325087e-02,-3.972722709178170414e-02,5.655113810355313214e-02
