1.624345363663241837e-02,-1.480424601578775201e+00,2.766416751410089372e-02,2.428597516035644888e-01,-2.633247015864000340e-01,-8.911869601985105138e-01,3.551333100654420205e-01,5.034124246372071454e-01,-7.284619607839000199e-01,-3.431969279168305964e-01,7.427797589134758072e-01,2.338745123125451353e-01,-1.123877113922810089e+00,-1.735065997882991429e+00,-1.087685420274085546e+00,-2.470332119133936133e-01,3.856178429206602587e-01,8.693759646896297433e-01,-1.339598744090847969e-02,4.126528832816983017e-01,-1.701216623055511246e+00,-6.387020514584812458e-01,-2.467085473169543519e-01,-8.921019405855676876e-01,-6.637135863553611514e-01,-4.369863822344136062e-01,-5.134576509693324908e-01
-9.357694342590688191e-03,-1.824873518303794295e+00,2.571050638238053798e-01,1.599128235816830612e+00,-1.815611590914907092e+00,-3.942087411745717751e-01,-6.872352479527248613e-03,-1.049535731155327278e+00,-3.624977669184468732e-01,5.290134932931552653e-02,6.332867691762898987e-01,-8.217890516034387360e-02,-2.835339086311528867e+00,2.327424447335716406e-01,-2.981023140719638143e+00,-2.704220053975560756e+00,5.642205214133820812e-01,7.377217058214485812e-01,-3.409465576731102177e-01,1.150005509453863040e+00,-5.527223029042058755e-01,-1.599291029071407966e+00,-7.254751137864258181e-01,-1.946599107391787875e+00,-7.863578610969652605e-01,7.249884792099584030e-02,-7.534277102690427608e-01
-2.088942333747781030e-03,1.434003039651005063e+00,-6.648333385987785782e-01,-9.959039329457810563e-01,-1.583482070823218069e-01,1.537047249669557969e+00,-5.972409206398344717e-01,-9.483857484826219153e-01,-4.482448510708240685e-01,-2.462185058064390475e+00,-4.870099242017876251e-01,2.210761321172232119e+00,1.117375197964656675e+00,1.722257896858528481e+00,2.246556405223775865e+00,-8.841348896711618277e-01,-9.437959918141164417e-02,2.983562450396392562e-01,2.155740111294330408e+00,-4.917739006217247688e-01,9.563931636218201415e-01,-1.915598883091758076e-01,-9.017359141635464814e-01,-9.176449260792892693e-01,3.844198607932523548e-01,-1.993585556048378171e+00,1.618753965672607986e-01
-2.007580689299974432e-03,-2.466443298594576117e+00,-1.656447049156715978e-01,-6.011226813308306882e-01,6.075259946310126447e-01,9.825859535720048443e-01,8.371597835779631680e-01,3.778467725756900486e-01,2.046287969053782962e+00,1.553849384385023180e+00,1.915069648641169353e+00,5.185375967978224088e-01,1.293970086761722538e+00,5.177053900022963173e-01,-2.361880300922531428e-01,-2.945504259663612179e-01,4.067989884926717647e-01,-1.063370169232711326e+00,1.390100289785852095e+00,-2.137892397881027418e-01,1.772645423197312553e+00,4.598371728728162244e-01,3.365810626078776568e+00,2.709796781524009379e+00,4.649886553542887935e-01,2.844351256122140459e+00,6.948804101417278833e-02
-2.662185060036220859e-03,2.977737936984082845e-01,3.805030608874497844e-01,-6.304993219549143157e-01,1.434999784639227727e+00,3.595340891111798998e-01,2.673224987044104939e-01,5.645965732156658090e-01,1.042085203105024060e+00,2.032551806570721098e+00,2.128084021977111107e+00,4.470976678137722482e-01,-1.553440505045018183e+00,1.195486038628017500e+00,8.349907061053629675e-01,6.812262288970369895e-01,3.289414123633778719e-01,6.821515110775424606e-01,-1.961625481051178177e+00,4.555729902343005344e-01,1.759005696533594010e-01,3.687964286183237905e-01,3.839849099493395923e-01,6.880786810726542413e-01,4.562684243215273105e-01,3.140837798915001589e+00,1.321599362307140479e+00
-6.235307296797915934e-03,3.790891918439187602e+00,3.091701540126035042e+00,3.423593719519567369e+00,2.648028720123615454e+00,4.024764699702372717e+00,2.401251622028626631e+00,2.716309876877263552e+00,3.583048641106176824e+00,3.699037204568357495e+00,2.481300254456477727e+00,2.472739687252293983e+00,3.215997449351816417e+00,2.565598924774117773e+00,3.403487221447770494e+00,2.860183745869417482e+00,2.370270952930686459e+00,2.886001102881246450e+00,3.378655604108930177e+00,3.685928300668367630e+00,2.883628009629463751e+00,2.709973790914006475e+00,2.513813922822770497e+00,2.081013276932526246e+00,2.563359851091587149e+00,3.550407844037630323e+00,2.725364861818585727e+00
2.487991613877704906e-03,8.988805883557270393e-01,-7.287445607133336001e-02,5.903677081390017456e-01,5.837342119977589894e-01,3.657863479788529548e-01,4.037411775632844813e-01,2.466022956314288250e-01,5.934488281101956142e-01,5.578127524142718618e-01,3.502156290580251460e-04,4.960697927502280558e-01,7.828464905733163448e-01,-6.155037522006924222e-01,3.564907890522366340e-01,-1.335668452829872344e-01,7.083582122705732453e-02,-6.715677807184383674e-01,-9.355262608324729223e-01,4.672702800645529009e-01,1.732560586539783287e+00,-2.291751516006350353e-01,1.552772293927725256e-01,6.100298859896604586e-01,3.501055990588535782e-01,6.862243419801800082e-01,6.683088456350395612e-01
-7.311270374727777376e-04,2.731646328593539397e-01,-6.163472223145814999e-01,4.103489916298476425e-03,1.164584558890952720e-01,1.738747092170362052e+00,-2.615785638497921672e-01,-5.733472382837233594e-01,1.369266763311677293e-01,2.230170599287828459e+00,1.123371713922305615e+00,1.365465208431814625e+00,2.952895925673016286e+00,-1.162520208641248720e+00,2.412069062781816875e+00,2.795685383962259740e-01,4.366381755652999908e-01,-8.019472150376657504e-01,8.172008071546646990e-01,1.390054202751834778e-01,1.309419807620543663e+00,-1.129526844120740114e-02,-1.158438893823058757e+00,-2.455910771218291488e-01,1.572488227086689672e-01,7.425066433465662419e-01,2.139355164717026969e-01
6.233621765780327124e-03,-2.843432958830145907e+00,6.954243124752947092e-02,-9.536551521959306665e-01,3.944347615769326909e-01,-2.541325164696379257e+00,3.766743823927799079e-02,-1.688858655747381254e+00,-5.319013582869432932e-01,8.096879690780496297e-01,2.467794341223506216e-01,1.550519363480663826e-01,-6.426707768604370541e-01,4.583405050900489219e-01,-2.011784061392249079e+00,6.235163176156492959e-01,-8.244986964327470913e-01,-2.139121028143827971e-02,5.037062919208469269e-01,-1.920577658715749481e+00,-1.204817885620018902e+00,-7.523507430543041608e-01,-4.613703655388124991e-01,-3.481976970287352646e-01,-4.159749376590695102e-01,-1.633147288840824718e+00,-2.565267826519621597e-01
-1.396620424595431884e-02,-9.257488192597611576e-01,9.440076724598245317e-01,6.161068689269900700e-01,3.791217196346811091e-01,6.419692920454654894e-01,8.009253286219952805e-01,5.602916476586076167e-01,-2.212713950884439840e-01,-2.092677971737334219e-01,1.798699322698549818e-01,3.360055280315685233e-01,5.022295342187249600e-01,1.014404915308676935e+00,-3.936743611013369115e-01,-6.812854191021986416e-01,1.749701112219989585e-01,-2.188190783844165654e+00,-1.513415839136726060e+00,-1.812737603720629087e+00,-1.947594159449038465e+00,6.021004331504100637e-01,6.173735644380959897e-01,1.447227088405038664e-01,-2.801937688384927294e-01,3.518606197371899613e-01,-3.840227245285620650e-01
